,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7001-601,0,0,1,4,8,0,3,0,0,0,0,0,0,16,2.998,0,0,0,16
MORRISON A,0.00%,0.00%,6.25% 25.00% 50.00%,,0.00% 18.75%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7001-602,0,0,2,3,5,3,1,1,0,0,0,0,0,15,2.978,0,0,0,15
PAULI C,0.00%,0.00% 13.33% 20.00% 33.33% 20.00%,,,,6.67%,6.67%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7001-603,0,1,1,6,1,3,1,1,1,0,0,0,0,15,2.977,0,0,0,15
MURPHY J,0.00%,6.67%,6.67% 40.00%,6.67% 20.00%,,6.67%,6.67%,6.67%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7001-604,0,3,1,1,4,2,1,3,0,0,0,0,0,15,2.978,0,0,0,15
KELLY H,0.00% 20.00%,,6.67%,6.67% 26.67% 13.33%,,6.67% 20.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7001-605,0,1,2,3,4,1,1,0,2,0,0,0,0,14,2.976,0,0,0,14
PIERCE T,0.00%,7.14% 14.29% 21.43% 28.57%,,,7.14%,7.14%,0.00% 14.29%,,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7001-606,0,0,3,2,5,2,3,0,0,0,0,0,0,15,3,0,0,0,15
BURGE M,0.00%,0.00% 20.00% 13.33% 33.33% 13.33% 20.00%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7001-607,0,0,3,0,6,3,2,0,0,0,0,0,0,14,2.977,0,0,0,14
RICH L,0.00%,0.00% 21.43%,,0.00% 42.86% 21.43% 14.29%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7001-608,0,1,1,1,3,4,0,1,0,0,0,0,0,11,2.97,0,0,0,11
KELLY H,0.00%,9.09%,9.09%,9.09% 27.27% 36.36%,,0.00%,9.09%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7001-609,1,1,1,1,6,4,1,0,1,0,0,0,0,16,2.98,0,0,0,16
PIERCE T,6.25%,6.25%,6.25%,6.25% 37.50% 25.00%,,6.25%,0.00%,6.25%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,7,15,21,42,22,13,6,4,0,0,0,0,131,2.982,0,0,0,131
,0.76%,5.34% 11.45% 16.03% 32.06% 16.79%,,,,9.92%,4.58%,3.05%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7005-601,1,1,2,6,3,4,4,0,0,1,1,0,0,23,2.898,0,0,0,23
GEORGE J,4.35%,4.35%,8.70% 26.09% 13.04% 17.39% 17.39%,,,,0.00%,0.00%,4.35%,4.35%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,1,2,6,3,4,4,0,0,1,1,0,0,23,2.898,0,0,0,23
,4.35%,4.35%,8.70% 26.09% 13.04% 17.39% 17.39%,,,,0.00%,0.00%,4.35%,4.35%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7010-601,1,5,6,7,26,14,4,3,0,0,0,0,0,66,3.03,0,2,0,68
RAMBO L,1.52%,7.58%,9.09% 10.61% 39.39% 21.21%,,,6.06%,4.55%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,5,6,7,26,14,4,3,0,0,0,0,0,66,3.03,0,2,0,68
,1.52%,7.58%,9.09% 10.61% 39.39% 21.21%,,,6.06%,4.55%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7021-601,1,4,6,8,30,5,5,4,0,2,0,0,0,65,2.989,0,0,0,65
AYRES P,1.54%,6.15%,9.23% 12.31% 46.15%,,7.69%,7.69%,6.15%,0.00%,3.08%,0.00%,0.00%,0.00%,,,,,,,
LAW-7021-602,2,10,10,5,11,9,9,4,4,1,1,0,0,66,2.975,0,0,0,66
PHAM L,3.03% 15.15% 15.15%,,7.58% 16.67% 13.64% 13.64%,,,,6.06%,6.06%,1.52%,1.52%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,3,14,16,13,41,14,14,8,4,3,1,0,0,131,2.982,0,0,0,131
,2.29% 10.69% 12.21%,,9.92% 31.30% 10.69% 10.69%,,,,6.11%,3.05%,2.29%,0.76%,0.00%,0.00%,,,,,,,
LAW-7042-601,2,2,3,10,5,12,5,2,0,0,0,0,0,41,3,0,0,0,41
MCGRATH J,4.88%,4.88%,7.32% 24.39% 12.20% 29.27% 12.20%,,,,4.88%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7042-602,2,2,5,4,20,6,2,1,1,0,0,0,1,44,3,0,0,0,44
AZIZ S,4.55%,4.55% 11.36%,9.09% 45.45% 13.64%,,,4.55%,2.27%,2.27%,0.00%,0.00%,0.00%,2.27%,,,,,,,
LAW-7042-603,0,5,2,4,22,6,4,3,0,0,0,0,0,46,3,0,0,0,46
HARRINGTON M,0.00% 10.87%,,4.35%,8.70% 47.83% 13.04%,,8.70%,6.52%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,4,9,10,18,47,24,11,6,1,0,0,0,1,131,3,0,0,0,131
,3.05%,6.87%,7.63% 13.74% 35.88% 18.32%,,,8.40%,4.58%,0.76%,0.00%,0.00%,0.00%,0.76%,,,,,,,
LAW-7056-601,0,6,4,3,14,8,11,0,0,0,0,0,0,46,2.992,0,0,0,46
SNYDER F,0.00% 13.04%,,8.70%,6.52% 30.43% 17.39% 23.91%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7056-602,1,2,6,13,10,8,9,0,2,0,0,0,0,51,2.999,0,0,0,51
NEWMAN N,1.96%,3.92% 11.76% 25.49% 19.61% 15.69% 17.65%,,,,,0.00%,3.92%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,8,10,16,24,16,20,0,2,0,0,0,0,97,2.996,0,0,0,97
,1.03%,8.25% 10.31% 16.49% 24.74% 16.49% 20.62%,,,,,0.00%,2.06%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7065-601,6,8,3,18,22,6,7,14,1,0,0,0,0,85,3,0,0,0,85
PENROSE M,7.06%,9.41%,3.53% 21.18% 25.88%,,7.06%,8.24% 16.47%,,1.18%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,6,8,3,18,22,6,7,14,1,0,0,0,0,85,3,0,0,0,85
,7.06%,9.41%,3.53% 21.18% 25.88%,,7.06%,8.24% 16.47%,,1.18%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7076-601,1,4,0,10,10,2,5,1,1,0,1,0,0,35,2.999,0,0,0,35
HELGE T,2.86% 11.43%,,0.00% 28.57% 28.57%,,5.71% 14.29%,,2.86%,2.86%,0.00%,2.86%,0.00%,0.00%,,,,,,,
LAW-7076-602,3,7,5,3,9,10,10,1,4,2,1,0,0,55,2.867,0,0,0,55
ALTON S,5.45% 12.73%,,9.09%,5.45% 16.36% 18.18% 18.18%,,,1.82%,7.27%,3.64%,1.82%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,4,11,5,13,19,12,15,2,5,2,2,0,0,90,2.918,0,0,0,90
,4.44% 12.22%,,5.56% 14.44% 21.11% 13.33% 16.67%,,,,2.22%,5.56%,2.22%,2.22%,0.00%,0.00%,,,,,,,
LAW-7080-601,1,0,8,1,7,4,5,2,0,0,0,0,0,28,3.001,0,0,0,28
SEYMORE M,3.57%,0.00% 28.57%,3.57% 25.00% 14.29% 17.86%,,,,7.14%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,0,8,1,7,4,5,2,0,0,0,0,0,28,3.001,0,0,0,28
,3.57%,0.00% 28.57%,3.57% 25.00% 14.29% 17.86%,,,,7.14%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7091-601,1,11,9,12,9,15,12,3,4,1,0,0,0,77,2.987,0,0,0,77
MARKOVIC M,1.30% 14.29% 11.69% 15.58% 11.69% 19.48% 15.58%,,,,,,3.90%,5.19%,1.30%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,11,9,12,9,15,12,3,4,1,0,0,0,77,2.987,0,0,0,77
,1.30% 14.29% 11.69% 15.58% 11.69% 19.48% 15.58%,,,,,,3.90%,5.19%,1.30%,0.00%,0.00%,0.00%,,,,,,,
LAW-7108-601,0,2,2,4,6,0,0,0,0,0,0,0,0,14,3.332,0,2,0,16
JOHNSON J,0.00% 14.29% 14.29% 28.57% 42.86%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,2,4,6,0,0,0,0,0,0,0,0,14,3.332,0,2,0,16
,0.00% 14.29% 14.29% 28.57% 42.86%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7112-601,0,1,1,2,6,6,1,0,0,0,0,0,0,17,2.981,0,0,0,17
MURPHY J,0.00%,5.88%,5.88% 11.76% 35.29% 35.29%,,,5.88%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7112-602,0,1,2,4,2,0,1,0,0,0,0,0,0,10,3.299,0,0,0,10
PAULI C,0.00% 10.00% 20.00% 40.00% 20.00%,,,,0.00% 10.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,3,6,8,6,2,0,0,0,0,0,0,27,3.098,0,0,0,27
,0.00%,7.41% 11.11% 22.22% 29.63% 22.22%,,,,7.41%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7145-601,1,3,1,1,3,1,5,1,0,0,0,0,0,16,3.02,0,7,0,23
BARNES W,6.25% 18.75%,,6.25%,6.25% 18.75%,6.25% 31.25%,,6.25%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,3,1,1,3,1,5,1,0,0,0,0,0,16,3.02,0,7,0,23
,6.25% 18.75%,,6.25%,6.25% 18.75%,6.25% 31.25%,,6.25%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7188-601,0,0,1,4,1,2,0,1,0,0,0,0,0,9,3.036,0,4,0,13
HARRISON S,0.00%,0.00% 11.11% 44.44% 11.11% 22.22%,,,,0.00% 11.11%,,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,1,4,1,2,0,1,0,0,0,0,0,9,3.036,0,4,0,13
,0.00%,0.00% 11.11% 44.44% 11.11% 22.22%,,,,0.00% 11.11%,,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7195-601,1,2,2,6,7,3,3,3,0,0,0,0,0,27,3.012,0,5,0,32
BARNES W,3.70%,7.41%,7.41% 22.22% 25.93% 11.11% 11.11% 11.11%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,2,2,6,7,3,3,3,0,0,0,0,0,27,3.012,0,5,0,32
,3.70%,7.41%,7.41% 22.22% 25.93% 11.11% 11.11% 11.11%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7217-601,0,3,3,0,3,0,4,2,1,0,0,0,0,16,2.937,0,0,0,16
WARE M,0.00% 18.75% 18.75%,,0.00% 18.75%,,0.00% 25.00% 12.50%,,,6.25%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,3,3,0,3,0,4,2,1,0,0,0,0,16,2.937,0,0,0,16
,0.00% 18.75% 18.75%,,0.00% 18.75%,,0.00% 25.00% 12.50%,,,6.25%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7222S-601,0,3,2,8,1,2,0,1,4,0,0,0,0,21,3,0,0,0,21
WASHINGTON K,0.00% 14.29%,,9.52% 38.10%,4.76%,9.52%,0.00%,4.76% 19.05%,,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,3,2,8,1,2,0,1,4,0,0,0,0,21,3,0,0,0,21
,0.00% 14.29%,,9.52% 38.10%,4.76%,9.52%,0.00%,4.76% 19.05%,,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7248-601,2,4,3,0,1,3,1,0,0,0,0,0,0,14,3.455,0,4,0,18
GREEN M,14.29% 28.57% 21.43%,,0.00%,7.14% 21.43%,,7.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,2,4,3,0,1,3,1,0,0,0,0,0,0,14,3.455,0,4,0,18
,14.29% 28.57% 21.43%,,0.00%,7.14% 21.43%,,7.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7283-601,1,1,0,4,4,6,4,1,1,0,0,0,0,22,2.833,0,3,0,25
SCHWEMER L,4.55%,4.55%,0.00% 18.18% 18.18% 27.27% 18.18%,,,,4.55%,4.55%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,1,0,4,4,6,4,1,1,0,0,0,0,22,2.833,0,3,0,25
,4.55%,4.55%,0.00% 18.18% 18.18% 27.27% 18.18%,,,,4.55%,4.55%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7301-601,0,2,3,6,11,6,6,0,0,0,0,0,0,34,2.999,0,1,0,35
SPURLOCK J,0.00%,5.88%,8.82% 17.65% 32.35% 17.65% 17.65%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,3,6,11,6,6,0,0,0,0,0,0,34,2.999,0,1,0,35
,0.00%,5.88%,8.82% 17.65% 32.35% 17.65% 17.65%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7303-601,0,2,2,2,1,3,0,0,0,0,0,0,0,10,3.301,0,1,0,11
BRADBURY J,0.00% 20.00% 20.00% 20.00% 10.00% 30.00%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,2,2,1,3,0,0,0,0,0,0,0,10,3.301,0,1,0,11
,0.00% 20.00% 20.00% 20.00% 10.00% 30.00%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7313-601,1,1,2,5,2,6,1,1,1,0,0,0,0,20,3.001,0,3,0,23
SEYMORE M,5.00%,5.00% 10.00% 25.00% 10.00% 30.00%,,,,5.00%,5.00%,5.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,1,2,5,2,6,1,1,1,0,0,0,0,20,3.001,0,3,0,23
,5.00%,5.00% 10.00% 25.00% 10.00% 30.00%,,,,5.00%,5.00%,5.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7316-601,0,4,6,7,11,11,7,2,0,0,0,0,0,48,3,0,5,0,53
PENROSE M,0.00%,8.33% 12.50% 14.58% 22.92% 22.92% 14.58%,,,,,4.17%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,4,6,7,11,11,7,2,0,0,0,0,0,48,3,0,5,0,53
,0.00%,8.33% 12.50% 14.58% 22.92% 22.92% 14.58%,,,,,4.17%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR FALL 2016,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7317-601,0,0,0,2,2,0,1,0,0,0,0,0,0,5,2.998,0,2,0,7
DUFFY T,0.00%,0.00%,0.00% 40.00% 40.00%,,0.00% 20.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,0,2,2,0,1,0,0,0,0,0,0,5,2.998,0,2,0,7
,0.00%,0.00%,0.00% 40.00% 40.00%,,0.00% 20.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7319-601,0,1,8,3,2,0,1,0,1,0,0,0,0,16,3.334,0,1,0,17
LUCAS G,0.00%,6.25% 50.00% 18.75% 12.50%,,,0.00%,6.25%,0.00%,6.25%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,8,3,2,0,1,0,1,0,0,0,0,16,3.334,0,1,0,17
,0.00%,6.25% 50.00% 18.75% 12.50%,,,0.00%,6.25%,0.00%,6.25%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7320-601,0,0,1,4,4,1,0,0,0,0,0,0,0,10,3.166,0,0,0,10
KEPLER T,0.00%,0.00% 10.00% 40.00% 40.00% 10.00%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,1,4,4,1,0,0,0,0,0,0,0,10,3.166,0,0,0,10
,0.00%,0.00% 10.00% 40.00% 40.00% 10.00%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7371-601,1,0,2,3,2,0,0,0,0,0,0,0,0,8,3.417,0,0,0,8
MAGNUSON W12.50%,,0.00% 25.00% 37.50% 25.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,0,2,3,2,0,0,0,0,0,0,0,0,8,3.417,0,0,0,8
,12.50%,0.00% 25.00% 37.50% 25.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7381-601,0,1,2,2,8,6,2,0,0,0,0,0,0,21,2.984,0,2,0,23
